2.036427904536415867e-01,2.602272461679213666e-01,3.301334740054421846e-01,4.157994929532287109e-01,5.199250867539761956e-01,6.454537777162551171e-01,7.955409152859935773e-01,9.735060458270953232e-01,1.182768155418816969e+00,1.426762985860932753e+00,1.708842413286754791e+00,2.032156832194589313e+00,2.399522572712433188e+00,2.813277546529378004e+00,3.275129502860016917e+00,3.786002403077234124e+00,4.345887405855299868e+00,4.953705705697125872e+00,5.607190902583347736e+00,6.302798626743736143e+00,7.035650746759861462e+00,7.799520623558657384e+00,8.586864540388003064e+00,9.388902676510396006e+00,1.019575087134145264e+01,1.099660204910645511e+01,1.177995367111546798e+01,1.253387510099856073e+01,1.324630646325696048e+01,1.390537859942940990e+01,1.449974221609316238e+01,1.501889338584054556e+01,1.545348228216208675e+01,1.579559243605679697e+01,1.603897888555045625e+01,1.617925529399395757e+01,1.621402234325018554e+01,1.614293233428282548e+01,1.596768779679465666e+01,1.569197485512821189e+01,1.532133495229188291e+01,1.486298114084091360e+01,1.432556737218735243e+01,1.371892094738821477e+01,1.305374945969289335e+01,1.234133412659024565e+01,1.159322137858827517e+01,1.082092398004084544e+01,1.003564187055426515e+01,9.248011423995391667e+00,8.467890032192530114e+00,7.704180946747110958e+00,6.964701270378838238e+00,6.256093988136307793e+00,5.583783065781409150e+00,4.951968998269951960e+00,4.363660826426658090e+00,3.820739594394552796e+00,3.324047512684165984e+00,2.873496720024676598e+00,2.468191482263887071e+00,2.106557894064375436e+00,1.786475613768272463e+00,1.505406810978911825e+00,1.260518284204062978e+00,1.048793556657323212e+00,8.671326298063941618e-01,7.124379203010841044e-01,5.816856882323929723e-01,4.719829540456852435e-01,3.806104781143083704e-01,3.050528304808687863e-01,2.430169065536152695e-01,1.924404528087232391e-01,1.514922657453693089e-01,1.185657325329486644e-01,9.226731052610061268e-02,7.140141361830779076e-02,5.495300443052801576e-02,4.206899936721900102e-02,3.203939324870581917e-02,2.427881356195206800e-02,1.830903056694217074e-02,1.374278498277137391e-02,1.026915362505813507e-02,7.640556824010823721e-03,5.661419565681010714e-03,4.178429550285107409e-03,3.072287300246214978e-03,2.250813080766923043e-03,1.643259504015636514e-03,1.195674102621176399e-03,8.671599366998169372e-04,6.268918496490856517e-04,4.517591350654384164e-04,3.245203766593151369e-04,2.323717466878302341e-04,1.658451426788786626e-04,1.179665739893257572e-04,8.361780657180977144e-05
2.093707918489839670e-01,2.675697944573343645e-01,3.394832830474878160e-01,4.276264179620714034e-01,5.347863331191071712e-01,6.640042174631820560e-01,8.185431613450651067e-01,1.001839856915297977e+00,1.217438669649828942e+00,1.468907214137198602e+00,1.759733369715036577e+00,2.093204644241088097e+00,2.472271904691321520e+00,2.899400692078666353e+00,3.376414560268627518e+00,3.904336045338301364e+00,4.483231896966987762e+00,5.112069995579921589e+00,5.788595851970045558e+00,6.509236664614128642e+00,7.269040537533522084e+00,8.061657607793511815e+00,8.879368497286010964e+00,9.713163723501731184e+00,1.055287554888765733e+01,1.138736132118532218e+01,1.220473478833359593e+01,1.299263931091414292e+01,1.373855450164137260e+01,1.443012575150366672e+01,1.505550449793314094e+01,1.560368606829493920e+01,1.606483157346294988e+01,1.643056067076673443e+01,1.669420305710558239e+01,1.685099823992609558e+01,1.689823537248294727e+01,1.683532760161976682e+01,1.666381830678390585e+01,1.638731963915054379e+01,1.601138672804977858e+01,1.554333364598463163e+01,1.499199957075087042e+01,1.436747543918688308e+01,1.368080267201352740e+01,1.294365622092238866e+01,1.216802424360107793e+01,1.136589618179980299e+01,1.054896996543878451e+01,9.728387581016772145e+00,8.914506432046103157e+00,8.116711899781082096e+00,7.343274403230794611e+00,6.601252172423896170e+00,5.896438990924735890e+00,5.233354419259869772e+00,4.615272547063661079e+00,4.044284183613958028e+00,3.521386607130871038e+00,3.046594554731559601e+00,2.619066030191694150e+00,2.237236702553772272e+00,1.898957119679230310e+00,1.601627613253814086e+00,1.342326567449529939e+00,1.117928603954743361e+00,9.252101459985524468e-01,7.609407138119247405e-01,6.219591322096701402e-01,5.052345655450993789e-01,4.079129140340027049e-01,3.273495960305695118e-01,2.611300999878399254e-01,2.070799221058740591e-01,1.632656218997840247e-01,1.279887435110730609e-01,9.977428377366678869e-02,7.735525826884218081e-02,5.965474308409161874e-02,4.576657059203084049e-02,3.493564795135304518e-02,2.653866014375307059e-02,2.006572518161347032e-02,1.510339469027145547e-02,1.131924269332914602e-02,8.448161037273572288e-03,6.280381465086601854e-03,4.651170392006100801e-03,3.432090433581347962e-03,2.523689564304789495e-03,1.849461068999277372e-03,1.350911839809605533e-03,9.835799506130098006e-04,7.138520532325360636e-04,5.164446665658215451e-04,3.724290077582260495e-04,2.676952212105359230e-04,1.917676721343611302e-04,1.368977034991443291e-04,9.737350368085821565e-05
2.148352137924762484e-01,2.745703678265273839e-01,3.483934437321170585e-01,4.388932022947218958e-01,5.489402614484867327e-01,6.816693414109211702e-01,8.404469517191721639e-01,1.028822534245992015e+00,1.250461505764213888e+00,1.509059265682957562e+00,1.808236048368287108e+00,2.151413489267155477e+00,2.541674907536433992e+00,2.981612535532568664e+00,3.473166181593633439e+00,4.017459017628842055e+00,4.614637248287033700e+00,5.263721251442725624e+00,5.962476291323525857e+00,6.707311017776442341e+00,7.493211618735028168e+00,8.313718654597455071e+00,9.160952271186527440e+00,1.002568969549434641e+01,1.089749673463324875e+01,1.176491252611545413e+01,1.261568415802331167e+01,1.343704514251990823e+01,1.421602924740104257e+01,1.493980902847208903e+01,1.559604670733254039e+01,1.617324392652133014e+01,1.666107647390204605e+01,1.705070034554208647e+01,1.733501650997036592e+01,1.750888339890104817e+01,1.756926838937975077e+01,1.751533223226197222e+01,1.734844336701693024e+01,1.707212217186095060e+01,1.669191825581044242e+01,1.621522673778900980e+01,1.565105192848782423e+01,1.500972881197354525e+01,1.430261412904160956e+01,1.354175964404724652e+01,1.273958032140525454e+01,1.190852967432295983e+01,1.106079353684438438e+01,1.020801203819063296e+01,9.361037732675647760e+00,8.529735777933469265e+00,7.722829881369275284e+00,6.947795568422050927e+00,6.210800274789735731e+00,5.516687920825837921e+00,4.869004062776683739e+00,4.270056483247567591e+00,3.721005210265275309e+00,3.221975446344331306e+00,2.772186731590331910e+00,2.370091826287548109e+00,2.013519233197483604e+00,1.699813933029848290e+00,1.425971718118209441e+00,1.188763418025513552e+00,9.848462580374852671e-01,8.108605244365261200e-01,6.635105843667460368e-01,5.396300879624940094e-01,4.362318415883740808e-01,3.505433692731175777e-01,2.800295701232248247e-01,2.224041365164804440e-01,1.756315318716709928e-01,1.379213534691780263e-01,1.077168440492523582e-01,8.367918608417501680e-02,6.466903497459787487e-02,4.972654090562202839e-02,3.805089042110308684e-02,2.898018181392022705e-02,2.197224395980596975e-02,1.658682390597561104e-02,1.246940912277897176e-02,9.336818054322454721e-03,6.964587591821585176e-03,5.176106875134854970e-03,3.833390826492645478e-03,2.829350790838000129e-03,2.081400064056070087e-03,1.526225408574440967e-03,1.115558591196856228e-03,8.127916125680543233e-04,5.902931685635952460e-04,4.273000087983347601e-04,3.082737190257353490e-04,2.216299569763575483e-04,1.587625819714426172e-04,1.132990000301721680e-04
2.200447501429648733e-01,2.812383348826932306e-01,3.568736787209008110e-01,4.496094208184034380e-01,5.623955656643885304e-01,6.984559409495672000e-01,8.612558016862253973e-01,1.054452522502385081e+00,1.281827749842813002e+00,1.547200012375089528e+00,1.854317611126114818e+00,2.206732615599138914e+00,2.607657946297116780e+00,3.059810778148579047e+00,3.565246787086976177e+00,4.125191003129494938e+00,4.739872137489598458e+00,5.408368124189829373e+00,6.128471166917946356e+00,6.896580728842619301e+00,7.707632584775589102e+00,8.555071235341577207e+00,9.430871657349790382e+00,1.032561456447576020e+01,1.122861714530301036e+01,1.212811873391990147e+01,1.301151818327231346e+01,1.386565700655167177e+01,1.467713979159504945e+01,1.543268114173636896e+01,1.611946660524490937e+01,1.672551385149259318e+01,1.724001982785723897e+01,1.765367983750588365e+01,1.795896541849973005e+01,1.815034953570336640e+01,1.822446983092329731e+01,1.818022338758283141e+01,1.801878949904303440e+01,1.774358011143802472e+01,1.736012076378812097e+01,1.687586779764691869e+01,1.629997020056787349e+01,1.564298655406268779e+01,1.491656908324763009e+01,1.413312769605096975e+01,1.330548713835457164e+01,1.244654999975673348e+01,1.156897733926969885e+01,1.068489724644382655e+01,9.805649817941402446e+00,8.941574932832503819e+00,8.101846977611591782e+00,7.294358427457927618e+00,6.525652047463446515e+00,5.800899535058970713e+00,5.123922761689496674e+00,4.497252444533598847e+00,3.922218120757891224e+00,3.399062717261885691e+00,2.927074796423303482e+00,2.504731682702820095e+00,2.129847090903338902e+00,1.799717528540583311e+00,1.511262570116108872e+00,1.261155036207786129e+00,1.045938093490082155e+00,8.621272669026165403e-01,7.062962742212847145e-01,5.751464182289973692e-01,4.655599753671597063e-01,3.746385859362367232e-01,2.997280736364623666e-01,2.384314045633270374e-01,1.886116481461369843e-01,1.483868408935953842e-01,1.161185977019105475e-01,9.039618611356196876e-02,7.001759758614763129e-02,5.396893656589032973e-02,4.140322070883190736e-02,3.161945877629457335e-02,2.404265812434567759e-02,1.820521960696201702e-02,1.373000934143988813e-02,1.031525665925427972e-02,7.721315970785350841e-03,5.759245778215497762e-03,4.281098045560163823e-03,3.171772214652310035e-03,2.342266648610584912e-03,1.724152490770725337e-03,1.265097378861686347e-03,9.252760710636222675e-04,6.745192171201195696e-04,4.900681426566021051e-04,3.548209967763706930e-04,2.559727757139326852e-04,1.839677958539383024e-04,1.316976780777953117e-04
2.250151025875829769e-01,2.875918608113596786e-01,3.649446719121012817e-01,4.597982068604452022e-01,5.751775874454237991e-01,7.143910976062254337e-01,8.809977729027237414e-01,1.078757741253220326e+00,1.311563617139211546e+00,1.583351881100128589e+00,1.897994007166299069e+00,2.259168118350772581e+00,2.670213122780116688e+00,3.133968561017647314e+00,3.652604712112364371e+00,4.227448780814630602e+00,4.858814129778167512e+00,5.545840432383398522e+00,6.286353210545308379e+00,7.076751404378724963e+00,7.911931332170847320e+00,8.785254600879992992e+00,9.688566212344598583e+00,1.061226730737963031e+01,1.154544476488345239e+01,1.247605732723298999e+01,1.339117518829784004e+01,1.427726721069313243e+01,1.512052730121432909e+01,1.590722913524933624e+01,1.662409653812323285e+01,1.725867553593058901e+01,1.779969347849665340e+01,1.823739076867595088e+01,1.856381161439949423e+01,1.877304181384133486e+01,1.886138380540169734e+01,1.882746193896452169e+01,1.867225399846926592e+01,1.839904825393175969e+01,1.801332856178323283e+01,1.752259308862058518e+01,1.693611494421258357e+01,1.626465523994375673e+01,1.552014073737220734e+01,1.471531925514121575e+01,1.386340633826059232e+01,1.297773637828340831e+01,1.207143045858974872e+01,1.115709176873983921e+01,1.024653759193348002e+01,9.350574741655183431e+00,8.478823036290753734e+00,7.639589081526028558e+00,6.839790398916639091e+00,6.084927899739439816e+00,5.379102941215181843e+00,4.725073779856794332e+00,4.124345192224439849e+00,3.577284380734470304e+00,3.083256012670433144e+00,2.640769325558821379e+00,2.247630626781562668e+00,1.901095163039373537e+00,1.598013172195155596e+00,1.334965889660222560e+00,1.108388299049805514e+00,9.146764328727242654e-01,7.502779922953355385e-01,6.117659245095647957e-01,4.958953421987822852e-01,3.996447737648829990e-01,3.202431879539008874e-01,2.551845445290628622e-01,2.022317938640330326e-01,1.594122989216693320e-01,1.250066031428670177e-01,9.753233937273274312e-02,7.572489040446171715e-02,5.851619211566599227e-02,4.501283429385174312e-02,3.447437786148007527e-02,2.629258269426841543e-02,1.997203651600228461e-02,1.511249814051966039e-02,1.139312044042561055e-02,8.558600299602684217e-03,6.407213065499203428e-03,4.780624976196852331e-03,3.555335218907878549e-03,2.635575835364683487e-03,1.947488755589305790e-03,1.434401174791844489e-03,1.053030048266523095e-03,7.704609200509850977e-04,5.617634042787861834e-04,4.081236992723150559e-04,2.953922978165370093e-04,2.129617308947869502e-04,1.529042451748391016e-04
2.297689580187654013e-01,2.936578887281645622e-01,3.726380582507313188e-01,4.694962568976949191e-01,5.873283446985948508e-01,7.295222473205199565e-01,8.997255893458947495e-01,1.101795773075629814e+00,1.339730738427774570e+00,1.617579270832938398e+00,1.939330560694191741e+00,2.308783746077167631e+00,2.729399358635355100e+00,3.204135892087022430e+00,3.735276056198369332e+00,4.324248585565310776e+00,4.971452649061681939e+00,5.676092855121951608e+00,6.436033474593685355e+00,7.247680721270727489e+00,8.105901673078296454e+00,9.003987642600840502e+00,9.933668504537660482e+00,1.088518268614400952e+01,1.184740528876990950e+01,1.280803423428451104e+01,1.375383155086520759e+01,1.467091408342049519e+01,1.554508520348793432e+01,1.636219667229066488e+01,1.710852783855051129e+01,1.777116796661876563e+01,1.833838679393228688e+01,1.879997847131791033e+01,1.914756485978562495e+01,1.937484570906940462e+01,1.947778544566647341e+01,1.945472902998236009e+01,1.930644244962215694e+01,1.903607672366074155e+01,1.864905761634975434e+01,1.815290641675851901e+01,1.755699996671258489e+01,1.687228047154652444e+01,1.611092739805728513e+01,1.528600488140579650e+01,1.441109849805032717e+01,1.349995502593432839e+01,1.256613795422187785e+01,1.162271010308721486e+01,1.068195287482268618e+01,9.755129503435483684e+00,8.852297332311460210e+00,7.982171760181347331e+00,7.152042178949477247e+00,6.367738093373108477e+00,5.633641753284845066e+00,4.952742112297804589e+00,4.326723796111751952e+00,3.756084036903677870e+00,3.240270202247799158e+00,2.777830590782818465e+00,2.366571538161896360e+00,2.003714518376191744e+00,1.686047771811376217e+00,1.410067973465243707e+00,1.172108504854136868e+00,9.684519485757187018e-01,7.954254308117398864e-01,6.494783502272944986e-01,5.272428194231192355e-01,4.255777869915165490e-01,3.415982954367600688e-01,2.726916640993131136e-01,2.165225766193436818e-01,1.710291157027107045e-01,1.344117446510669223e-01,1.051171081800276186e-01,8.181833776386697454e-02,6.339332124809111957e-02,4.890215257215557026e-02,3.756473184263529885e-02,2.873925187038824797e-02,2.190209421092132250e-02,1.662947188905266119e-02,1.258100048212444123e-02,9.485254695184150084e-03,7.127272647678586578e-03,5.337902078913382177e-03,3.984837982485804272e-03,2.965175804116952293e-03,2.199294246201105151e-03,1.625883108160957463e-03,1.197941057278220037e-03,8.795828862857853854e-04,6.435133385243409004e-04,4.690431740448186928e-04,3.405415073875731773e-04,2.462356907375806616e-04,1.772856130360053490e-04
2.343358315029902550e-01,2.994719522358086916e-01,3.799962031567486465e-01,4.787535750094157327e-01,5.989062405594598459e-01,7.439168555004965766e-01,9.175162826614329248e-01,1.123653487026577746e+00,1.366425774015513461e+00,1.649988175286952297e+00,1.978441627190217211e+00,2.355700623668244287e+00,2.785342227264985482e+00,3.270439639952464450e+00,3.813384903132337467e+00,4.415706631387193326e+00,5.077889894092436407e+00,5.799206344067667551e+00,6.577563355854291416e+00,7.409381190343309775e+00,8.289506977531388543e+00,9.211173560850351549e+00,1.016600996240330979e+01,1.114410843244053417e+01,1.213415080041626659e+01,1.312359424756564330e+01,1.409891380290323681e+01,1.504589598135460271e+01,1.594997520458012907e+01,1.679660214506566263e+01,1.757163107574594818e+01,1.826171183236336759e+01,1.885467121262250956e+01,1.933986861209192654e+01,1.970851145171163665e+01,1.995391745652088034e+01,2.007171302323415318e+01,2.005995964680914412e+01,1.991920351061129324e+01,1.965244670545849104e+01,1.926504194296837369e+01,1.876451588290173333e+01,1.816032913070632659e+01,1.746358343228487442e+01,1.668668848258773352e+01,1.584300199560986755e+01,1.494645721952912076e+01,1.401119192704399374e+01,1.305119211104250354e+01,1.207996224682238129e+01,1.111023214843041451e+01,1.015370827154585953e+01,9.220874932410076497e+00,8.320848457180149538e+00,7.461284878137888654e+00,6.648339568534852084e+00,5.886675253634943594e+00,5.179513225788550557e+00,4.528721374764543839e+00,3.934931843679114749e+00,3.397680733331296388e+00,2.915562278775874816e+00,2.486390267976802182e+00,2.107360105595808442e+00,1.775205778343318386e+00,1.486346980616512825e+00,1.237022739732109855e+00,1.023408973089655838e+00,8.417184574394646068e-01,6.882826460914228672e-01,5.596155984709469955e-01,4.524609654936209147e-01,3.638234934048812930e-01,2.909868684444245068e-01,2.315199344248698443e-01,1.832733914834121514e-01,1.443690480089976358e-01,1.131835727340996939e-01,8.832850444474246721e-02,6.862804585856319139e-02,5.309591676072188821e-02,4.091228709068633201e-02,3.140156730890888287e-02,2.401161125420691114e-02,1.829469246554043388e-02,1.389045203377252229e-02,1.051088525562185287e-02,7.927334396903558053e-03,5.959382970910129251e-03,4.465499410500721467e-03,3.335250721978451089e-03,2.482895457081307419e-03,1.842166155706070332e-03,1.362060747147654299e-03,1.003477234385437723e-03,7.365438802571274823e-04,5.385161841087367793e-04,3.921308145165754177e-04,2.843244236588939066e-04,2.052413514016154024e-04
2.387517754732242092e-01,3.050778199135211755e-01,3.870717723748104966e-01,4.876329579333245068e-01,6.099854537270906762e-01,7.576617035236501430e-01,9.344703672780555470e-01,1.144446097291299758e+00,1.391779354398946733e+00,1.680725008850359581e+00,2.015489314077311800e+00,2.400095884875609098e+00,2.838232524574479054e+00,3.333082079999816649e+00,3.887141891955959494e+00,4.502037770360408864e+00,5.178339663194139852e+00,5.915387207231671773e+00,6.711134047372972589e+00,7.562020100733897188e+00,8.462880749317909235e+00,9.406901224192468547e+00,1.038562317956153080e+01,1.138900866827743741e+01,1.240556448082832297e+01,1.342252719457426835e+01,1.442610642886279848e+01,1.540178087017509867e+01,1.633463879097656246e+01,1.720975221187812210e+01,1.801257171593050899e+01,1.872932736226089290e+01,1.934742027752061233e+01,1.985578940027947681e+01,2.024523854099930631e+01,2.050871037441569555e+01,2.064149612969694658e+01,2.064137247092930139e+01,2.050866021530792693e+01,2.024620294307807100e+01,1.985926702316235648e+01,1.935536792270069384e+01,1.874403071055760961e+01,1.803649525018921551e+01,1.724537858376344701e+01,1.638430835272729169e+01,1.546754173718757741e+01,1.450958432658006103e+01,1.352482259603027082e+01,1.252718233064742748e+01,1.152982351654142334e+01,1.054488002620894349e+01,9.583250002854661886e+00,8.654440332312129058e+00,7.766466116583287338e+00,6.925803751219075544e+00,6.137394162748068815e+00,5.404691061900456006e+00,4.729747767294999683e+00,4.113335279543117728e+00,3.555083838313782607e+00,3.053640152089017068e+00,2.606832809413578644e+00,2.211839003290886563e+00,1.865346558607203109e+00,1.563706272673600184e+00,1.303070687784427584e+00,1.079516543221826108e+00,8.891492416661176401e-01,7.281886615999411116e-01,5.930365155455025183e-01,4.803261693578222968e-01,3.869563884009412646e-01,3.101108617319595084e-01,2.472655844728921248e-01,1.961862678474405874e-01,1.549179174810736970e-01,1.217685979061863683e-01,9.528920992008466095e-02,7.425087164834967557e-02,5.762123565627094712e-02,4.454081174472247773e-02,3.430011290979306099e-02,2.631821117684769035e-02,2.012308774098952452e-02,1.533399181641647256e-02,1.164588577479533892e-02,8.815949306863902352e-03,6.652039673197699191e-03,5.002954831437319595e-03,3.750317063862266577e-03,2.801882327604532374e-03,2.086080782476523385e-03,1.547603122840290717e-03,1.143862304742015307e-03,8.421784676068096772e-04,6.175543359636421906e-04,4.509277214509750794e-04,3.278059622011791625e-04,2.372036485809300504e-04
2.430589587677694230e-01,3.105269762277318435e-01,3.939270977434683463e-01,4.962092273781987806e-01,6.206550180850478604e-01,7.708617960598238561e-01,9.507105561909902081e-01,1.164315669491511107e+00,1.415954361619731428e+00,1.709974651334951190e+00,2.050681282594210675e+00,2.442200232158861173e+00,2.888323596615104183e+00,3.392338010562180095e+00,3.956841155156421319e+00,4.583552300980693772e+00,5.273124097043785596e+00,6.024963867906848236e+00,6.837073413451447479e+00,7.705916629304486065e+00,8.626324106105155209e+00,9.591443173280387313e+00,1.059274061009809920e+01,1.162006347222506264e+01,1.266176123314731505e+01,1.370486981166636831e+01,1.473535517798787531e+01,1.573841125696803545e+01,1.669880395000843620e+01,1.760125045421554546e+01,1.843082083864913301e+01,1.917334719266176535e+01,1.981582470895126491e+01,2.034678888179989542e+01,2.075665361983905299e+01,2.103799647350683344e+01,2.118577929216190370e+01,2.119749534216872178e+01,2.107323708606992696e+01,2.081568226866696136e+01,2.042999948839902657e+01,1.992367785991469376e+01,1.930628851473199958e+01,1.858918838158700026e+01,1.778517880761122427e+01,1.690813303466097395e+01,1.597260728239969296e+01,1.499345020425010944e+01,1.398542480815300770e+01,1.296285564193323658e+01,1.193931223408926989e+01,1.092733757863146948e+01,9.938227994690111089e+00,8.981868120315496640e+00,8.066622253684743171e+00,7.199280860606219967e+00,6.385058933305280959e+00,5.627641097311101070e+00,4.929266979795479564e+00,4.290849405286119911e+00,3.712117477578213087e+00,3.191776519383997979e+00,2.727677132069914467e+00,2.316986248457943987e+00,1.956353912537018847e+00,1.642070555639189022e+00,1.370210673226573084e+00,1.136759968127875053e+00,9.377241511525298279e-01,7.692186257607895872e-01,6.275391898924816969e-01,5.092146386063977070e-01,4.110427324144574346e-01,3.301114066034976924e-01,2.638073450340033266e-01,2.098141443888969504e-01,1.661022735958107011e-01,1.309129132396729955e-01,1.027375672177869292e-01,8.029509874350014564e-02,6.250757780247576112e-02,4.847605669599985151e-02,3.745712986912533293e-02,2.884089526783352800e-02,2.213072455699140184e-02,1.692507272548233674e-02,1.290141503546197652e-02,9.802289766226355422e-03,7.423345930467868149e-03,5.603242221132846874e-03,4.215212475537084835e-03,3.160099418048553654e-03,2.360658086246847191e-03,1.756939323135470752e-03,1.302578762709592731e-03,9.618351978180646319e-04,7.072420548342538528e-04,5.177554227897611600e-04,3.773006901334880186e-04,2.736367193089753462e-04
2.473051220401600026e-01,3.158779470019751900e-01,4.006333489361186273e-01,5.045682218877614034e-01,6.310176064941075413e-01,7.836389070523464007e-01,9.663800385581725605e-01,1.183429099440864496e+00,1.439143580043405368e+00,1.737957744421686934e+00,2.084267668039045507e+00,2.482294465278885198e+00,2.935927469613504925e+00,3.448550488241905576e+00,4.022855676179950990e+00,4.660650980017258860e+00,5.362668394312898101e+00,6.128381352541241611e+00,6.955840338493686659e+00,7.841536160195827776e+00,8.780300200430584567e+00,9.765250294192503233e+00,1.078778966362881953e+01,1.183766458141914235e+01,1.290308418904469256e+01,1.397090326005277205e+01,1.502686579760141861e+01,1.605590434503426422e+01,1.704248694057844915e+01,1.797100094135186765e+01,1.882616065022732244e+01,1.959342395527026781e+01,2.025940215838106440e+01,2.081224691024569751e+01,2.124199871873271661e+01,2.154088284345725057e+01,2.170354046679690541e+01,2.172718573225319361e+01,2.161168241772820053e+01,2.135953748912616490e+01,2.097581236759415546e+01,2.046795624709212902e+01,1.984556903222881985e+01,1.912010426425300835e+01,1.830452463068592195e+01,1.741292421356477149e+01,1.646013246662925411e+01,1.546131501030703248e+01,1.443158572425313935e+01,1.338564336772721752e+01,1.233744416743802397e+01,1.129991960406905527e+01,1.028474614140389676e+01,9.302171020994245865e+00,8.360895633195843502e+00,7.468015503832060809e+00,6.629013718592382531e+00,5.847802735213956105e+00,5.126808070473413359e+00,4.467086330678308848e+00,3.868469488343559970e+00,3.329727175813370632e+00,2.848739028136664242e+00,2.422669704235953958e+00,2.048140076752180683e+00,1.721389129681545116e+00,1.438422260686947673e+00,1.195142877241438528e+00,9.874653359919853823e-01,8.114083474503626103e-01,6.631689108957300460e-01,5.391776286404491580e-01,4.361368596049949309e-01,3.510436069687414284e-01,2.811993016374868537e-01,2.242087588656276054e-01,1.779705719143560572e-01,1.406610898184168512e-01,1.107139329766828051e-01,8.679675634470133960e-02,6.778669911216327060e-02,5.274568211865739153e-02,4.089644612439006371e-02,3.159997744918988799e-02,2.433475042398058549e-02,1.867803292791242464e-02,1.428935330807463121e-02,1.089611308208739311e-02,8.281247150574119406e-03,6.272777828787922186e-03,4.735076315519643787e-03,3.561630610470467671e-03,2.669117949680124401e-03,1.992588586221782487e-03,1.481582819341734384e-03,1.097021826402250558e-03,8.087329638802996266e-04,5.934902383617425732e-04,4.334695664323366020e-04,3.150356122801258735e-04
